track_id,danceability,energy,acousticness,valence,tempo,loudness
2oarlR10iB6zYUu8k4XoNp,0.241,0.734,0.974,0.244,57.691,-10.287
5BiuxSuxOZ9CcQ6SqICsDv,0.783,0.933,0.0176,0.777,110.182,-5.213
5k8dJvnLKfv1YN9W3bO79x,0.873,0.688,0.00968,0.823,98.425,-5.856
7e9BPg0oUL8wGRpDZCFf5t,0.795,0.857,0.0159,0.765,107.702,-6.5
14uhhAByvx2F0y6kRkKJ0i,0.65,0.872,0.0195,0.626,100.598,-5.406
4D8b4ibpEboE0SLvwnPe6X,0.767,0.807,0.00894,0.489,100.547,-8.58
5vPGvj5TkSehKPmwJysA4L,0.764,0.901,0.0573,0.654,99.352,-5.288
1TRaXveEPRDcfq36tcJTE0,0.848,0.894,0.111,0.738,116.854,-5.574
3AfTCDoSCXs1Ng1gghNznD,0.53,0.98,0.0979,0.362,107.761,-4.239
3bZEtYBYJahicQkLAqg4Am,0.379,0.943,0.0114,0.753,193.092,-4.69
64850mXUPMByArvFTYFsDf,0.76,0.911,0.0551,0.667,105.583,-4.965
3XwsGAtbEoBUzJfFmHSHSo,0.799,0.922,0.116,0.778,90.885,-5.088
18YFwSxTg9nhB3Xk5IQFUA,0.769,0.857,5.54e-05,0.165,97.6,-8.939
1JJ8D0KE144weLOGrjqJrb,0.783,0.878,0.00502,0.634,99.811,-6.481
3s3n2yEQrRFIZDrKnpHJvV,0.79,0.927,0.0655,0.785,100.286,-3.867
0GeHyuLsR39CxwqxdMVKaN,0.769,0.818,0.00144,0.701,108.664,-6.877
5jcqqoETBC4kySNGYbo60Q,0.881,0.881,0.00915,0.634,109.285,-6.55
3yms4Ypcqyal71lPkQ2Yex,0.928,0.828,0.00106,0.521,109.283,-9.371
2eSqu6ma6BRY13ruzeNTqy,0.732,0.577,0.495,0.816,80.575,-9.648
20xyWZTCwavJw7trff9O1I,0.554,0.582,0.000887,0.639,98.585,-9.048
6l8EbYRtQMgKOyc1gcDHF9,0.149,0.206,0.822,0.264,79.764,-13.888
1eN42Q7IWRzRBq8eW2Y2TE,0.33,0.214,0.836,0.275,147.795,-17.699
6QhXQOpyYvbpdbyjgAqKdY,0.755,0.876,0.357,0.954,102.762,-8.867
4uIjNF84ZbteunNMxr4Xc0,0.473,0.743,0.111,0.622,135.624,-7.073
4zYloXZV6NwiwXenBTc9DI,0.531,0.184,0.955,0.218,109.843,-18.271
76TZCvJ8GitQ2FA1q5dKu0,0.439,0.488,0.702,0.629,93.017,-14.464
5Bh8l8evdBSIoaK6EP1bWI,0.445,0.68,0.378,0.75,163.664,-11.338
5MbXzXGbqobR8xPVPs8OXA,0.411,0.381,0.13,0.524,76.963,-12.361
0nNI8eyMjDGjPDuQq87aJb,0.745,0.771,0.355,0.932,117.209,-10.067
1tk4uuDWxk0DTx2X5rGSxe,0.431,0.963,0.177,0.637,152.527,-7.823
5t9rkF7g7zIU1NFyrSJaQl,0.3,0.135,0.907,0.431,152.945,-19.696
3Pl49zzZ8Dmy7EEaRSRkvB,0.777,0.43,0.485,0.697,98.315,-7.447
7G5FWH81H6qM8zL9AWVl3B,0.676,0.469,0.621,0.766,100.4,-10.474
33u6xmMvhuI29rftBhJwbM,0.771,0.357,0.105,0.869,97.956,-9.917
25YDG7KG20YCGh42Hf4fCq,0.817,0.461,0.198,0.885,93.957,-7.781
2pYCyEwJ0xKnWbuQkqNHgp,0.825,0.43,0.296,0.738,99.753,-10.879
43YXZFad8aVLWojvBLZ62V,0.733,0.411,0.502,0.577,101.54,-9.192
04aqUZa6iLLzRoK5eEb7Zh,0.796,0.474,0.162,0.522,112.297,-8.58
1eA2hNeLFV3zrZIrupQhSq,0.689,0.512,0.207,0.697,106.795,-8.917
6a2AztTkOImGRfT3NmUdoY,0.616,0.542,0.152,0.83,95.62,-9.399
3ZzlW5lzXyE0tnsVvzxzZu,0.702,0.528,0.0947,0.962,115.148,-8.673
37D0tkVI7OqeOK6jURh08u,0.544,0.201,0.933,0.334,69.041,-11.357
4dae1XXONMjfvtl0T8SpmO,0.817,0.189,0.787,0.566,127.846,-14.537
4b4CsR0rR6yE3FMIBUM0r6,0.516,0.116,0.952,0.329,100.428,-13.097
4Ydrqcq9h4KV3djKS53lBy,0.432,0.478,0.769,0.743,201.673,-8.509
0gJy0lMFXOcSrwfjkbeZkA,0.647,0.258,0.856,0.719,113.888,-10.03
36fK4hmMDgBO79F0OYK1dZ,0.478,0.22,0.795,0.435,94.793,-10.021
4Qrj3AcjQ4fdokLmOmadEP,0.789,0.513,0.824,0.882,76.753,-9.055
5SYH2XlQwucVdEGmBpNHZ6,0.451,0.386,0.742,0.605,182.672,-10.528
4WkeZDkgFaN6YNuYSb3uUB,0.565,0.962,0.437,0.906,148.808,-2.981
550YPFm7nQINqWYXHcqYsK,0.484,0.232,0.818,0.41,180.63,-12.024
2fHQdlpQd4lA7YuBUKmWyW,0.377,0.209,0.864,0.536,175.8,-12.585
3OzoWfmJE9jPC1OLYiNR3t,0.393,0.194,0.831,0.695,73.75,-12.938
2BRWj6o8OhM1OD1RYzwi35,0.719,0.144,0.854,0.743,120.221,-12.496
4dXoBidwrK4i9zFCsgBSRn,0.421,0.0751,0.888,0.318,64.862,-16.431
6e3umwTyBYbymEmNmIizMB,0.489,0.162,0.97,0.391,176.098,-11.437
34LkbYqnC5xlV5mqtIn8Dk,0.802,0.109,0.895,0.39,88.759,-15.683
6wQnrHW6k4YW8Vu6oQz0hE,0.673,0.224,0.828,0.464,115.757,-12.043
5KQ7azQIzKeIb2jgc7pEhr,0.556,0.61,0.833,0.665,199.373,-4.729
4ndweLDEqp8tpApNLQwogk,0.638,0.308,0.844,0.672,163.956,-13.874
55TMh3hwoPkVqXSeB9ra0u,0.584,0.11,0.907,0.369,129.765,-12.535
4O958xeV2blAhD95Qo24nc,0.659,0.487,0.763,0.733,104.867,-6.656
4Ls0zLUccPv9o0G4Uio503,0.691,0.736,0.713,0.942,104.114,-6.716
6o2SHmtYja1oWs42tbvTWw,0.713,0.582,0.584,0.689,120.316,-9.337
7v1GxlbFevo4kLJGZf8aAZ,0.696,0.289,0.831,0.731,93.346,-8.684
1xsBkzv2XyU9TYBmUjWST2,0.534,0.345,0.86,0.619,81.513,-9.013
3htVOUt4zoFthJhqtJMGTo,0.545,0.714,0.675,0.952,94.784,-5.659
0mN7usMZ6ndPSIl545pPUz,0.358,0.845,0.719,0.954,175.44,-5.654
2NJbNGljm9WXqHGKY5MnrE,0.704,0.667,0.767,0.8,84.711,-8.171
7LSGjWtza5Y8itm6Cpbj1s,0.358,0.0378,0.914,0.243,82.755,-17.541
3OeX4IyrnpwkElW5iS8leo,0.706,0.656,0.829,0.947,74.809,-6.853
0uwIU1JDQtZl3tLVKVWU9y,0.395,0.115,0.953,0.242,101.254,-10.11
4MO4IrAvsZu1aSlAVnYxWb,0.664,0.664,0.322,0.883,166.85,-6.802
5caqO1K2U3nJask9OEjO47,0.405,0.464,0.838,0.89,86.889,-7.442
28IpgzF6DTq4SwoojEKsfD,0.699,0.127,0.721,0.383,123.204,-18.988
7pW9Wj1U4t19HKlvxM6Pzw,0.637,0.466,0.65,0.793,126.41,-10.172
1P2J3XkZeKXmigjPFZGg2D,0.442,0.791,0.477,0.697,107.762,-9.031
4aNsobd4PiU7PbXAk1HK5t,0.437,0.195,0.922,0.198,111.152,-12.268
3Wc4tanbT3laxY3dweuOib,0.607,0.718,0.595,0.876,139.183,-8.142
61qLpNWCvxKF3GvzCfrWFl,0.566,0.824,0.781,0.918,102.787,-8.53
7f8fIUg4Dgch0I8wjSpkFa,0.455,0.331,0.895,0.346,101.421,-11.076
39sdlCugrGBsoC4Flos0HO,0.638,0.353,0.694,0.428,98.697,-14.28
5grvrZh5z2jsPjCOy1d8fP,0.634,0.612,0.479,0.691,78.817,-12.881
1xZv5HMOdnP1V4pfDFHdA1,0.241,0.0557,0.778,0.402,84.82,-15.846
7c0442O49LWK1GflGFyS4u,0.441,0.839,0.00886,0.841,129.378,-10.913
4pNiE4LCVV74vfIBaUHm1b,0.588,0.568,0.16,0.952,106.938,-9.766
687YZan9Gol1UVvbpUSO6Y,0.821,0.721,0.0816,0.885,105.866,-10.401
4C5GsegFD0j5ujSr1y93Oj,0.496,0.488,0.295,0.396,181.042,-14.195
4Gn4b1qJ12rowCNRw5DHM9,0.514,0.487,0.154,0.306,78.535,-11.657
0eGpcLG96GWVCG4Ix3qLCp,0.548,0.615,0.374,0.218,104.884,-12.019
1TF3L6npXn08LjwRdQGBww,0.648,0.614,0.0748,0.53,97.778,-10.45
6RANU8AS5ICU5PEHh8BYtH,0.481,0.826,0.182,0.819,118.679,-6.974
35WjWVaGGmA6RU0kgyOxZ6,0.469,0.478,0.429,0.295,101.592,-12.372
6nGaPDMcXeY7YS3O8B8C6s,0.776,0.921,0.121,0.518,109.502,-9.791
49jWPMEvoGPNRYSd4vEXSo,0.682,0.518,0.14,0.763,101.166,-11.317
4UBzGxrKBZN0NwJ8vTz8AG,0.359,0.127,0.936,0.198,94.058,-18.438
13toFl1UwJPsRxDiD9jgtn,0.467,0.869,0.0589,0.684,102.376,-10.342
5owFj7EOftzR9x5zciL0Bm,0.57,0.844,0.102,0.767,121.975,-9.684
5RgWdJs6H52nMyZFQspQWH,0.54,0.485,0.354,0.21,87.58,-13.164
620q3OKfZXyy4dstdxSi9K,0.577,0.61,0.0791,0.932,207.143,-10.559
3acOX53ZUy4N11zEvNa7N6,0.685,0.604,0.0733,0.854,105.879,-9.285
1Ud6moTC0KyXMq1Oxfien0,0.702,0.668,0.518,0.561,116.063,-9.237
49ScE2M6RIqfeHnnP4v94B,0.302,0.275,0.536,0.293,182.368,-12.281
3oxqLl1TcDNYgAaAxct3jK,0.604,0.453,0.0953,0.422,126.453,-8.273
2t95lca5RT63G2J988AorQ,0.519,0.63,0.455,0.839,114.416,-7.518
4FzDrD5KndBVrFaVwZToen,0.41,0.677,0.237,0.769,113.606,-8.984
7EXgO1bRnEArE58rtrgMWB,0.583,0.855,0.1,0.69,128.178,-7.213
294YjFlURvve9qm23KZCqP,0.627,0.597,0.435,0.0938,108.286,-9.095
